FirstName;LastName;Team;Webpage;Img;Number;Position;Shoots;Height;Weight;Birthdate;Hometown
Rasmus;Dahlin;Sabres;https://www.nhl.com/player/rasmus-dahlin-8480839;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480839.jpg;26;D;L;"6'3""";193;04/13/00;Lidkoping, SWE
Matt;Hunwick;Sabres;https://www.nhl.com/player/matt-hunwick-8471436;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471436.jpg;48;D;L;"5'11""";194;05/21/85;Warren, MI, USA
Henri;Jokiharju;Sabres;https://www.nhl.com/player/henri-jokiharju-8480035;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480035.jpg;10;D;R;"6'0""";195;06/17/99;Oulu, FIN
Jake;McCabe;Sabres;https://www.nhl.com/player/jake-mccabe-8476931;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476931.jpg;19;D;L;"6'1""";204;10/12/93;Eau Claire, WI, USA
Colin;Miller;Sabres;https://www.nhl.com/player/colin-miller-8476525;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476525.jpg;33;D;R;"6'1""";193;10/29/92;Sault Ste. Marie, ON, CAN
Brandon;Montour;Sabres;https://www.nhl.com/player/brandon-montour-8477986;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477986.jpg;62;D;R;"6'0""";189;04/11/94;Brantford, ON, CAN
Lawrence;Pilut;Sabres;https://www.nhl.com/player/lawrence-pilut-8480935;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480935.jpg;24;D;L;"5'11""";194;12/30/95;Tingsryd, SWE
Rasmus;Ristolainen;Sabres;https://www.nhl.com/player/rasmus-ristolainen-8477499;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477499.jpg;55;D;R;"6'4""";220;10/27/94;Turku, FIN
Carter;Hutton;Sabres;https://www.nhl.com/player/carter-hutton-8475622;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475622.jpg;40;G;--;"6'0""";202;12/19/85;Thunder Bay, ON, CAN
Linus;Ullmark;Sabres;https://www.nhl.com/player/linus-ullmark-8476999;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476999.jpg;35;G;--;"6'4""";215;07/31/93;Lugnvik, SWE
Artem;Anisimov;Senators;https://www.nhl.com/player/artem-anisimov-8473573;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473573.jpg;51;C;L;"6'4""";199;05/24/88;Yaroslavl, RUS
Rudolfs;Balcers;Senators;https://www.nhl.com/player/rudolfs-balcers-8478870;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478870.jpg;38;LW;L;"5'11""";180;04/08/97;Liepaja, LVA
Mikkel;Boedker;Senators;https://www.nhl.com/player/mikkel-boedker-8474571;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474571.jpg;89;LW;L;"5'11""";207;12/16/89;Brondby, DNK
Connor;Brown;Senators;https://www.nhl.com/player/connor-brown-8477015;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477015.jpg;28;RW;R;"6'0""";186;01/14/94;Toronto, ON, CAN
Anthony;Duclair;Senators;https://www.nhl.com/player/anthony-duclair-8477407;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477407.jpg;10;LW;L;"5'11""";198;08/26/95;Pointe-Claire, QC, CAN
Jayce;Hawryluk;Senators;https://www.nhl.com/player/jayce-hawryluk-8477963;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477963.jpg;79;RW;R;"5'11""";196;01/01/96;Yorkton, SK, CAN
Nick;Paul;Senators;https://www.nhl.com/player/nick-paul-8477426;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477426.jpg;13;LW;L;"6'3""";219;03/20/95;Mississauga, ON, CAN
Matthew;Peca;Senators;https://www.nhl.com/player/matthew-peca-8476285;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476285.jpg;53;C;L;"5'9""";182;04/27/93;Petawawa, ON, CAN
Scott;Sabourin;Senators;https://www.nhl.com/player/scott-sabourin-8477149;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477149.jpg;49;RW;R;"6'3""";208;07/30/92;Orleans, ON, CAN
Chris;Tierney;Senators;https://www.nhl.com/player/chris-tierney-8476919;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476919.jpg;71;C;L;"6'1""";195;07/01/94;Keswick, ON, CAN
Brady;Tkachuk;Senators;https://www.nhl.com/player/brady-tkachuk-8480801;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480801.jpg;7;LW;L;"6'4""";212;09/16/99;Scottsdale, AZ, USA
Colin;White;Senators;https://www.nhl.com/player/colin-white-8478400;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478400.jpg;36;C;R;"5'11""";191;01/30/97;Boston, MA, USA
Mark;Borowiecki;Senators;https://www.nhl.com/player/mark-borowiecki-8474697;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474697.jpg;74;D;L;"6'2""";204;07/12/89;Ottawa, ON, CAN
Josh;Brown;Senators;https://www.nhl.com/player/josh-brown-8477384;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477384.jpg;2;D;R;"6'5""";217;01/21/94;London, ON, CAN
Thomas;Chabot;Senators;https://www.nhl.com/player/thomas-chabot-8478469;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478469.jpg;72;D;L;"6'2""";190;01/30/97;Sainte-Marie, QC, CAN
Andreas;Englund;Senators;https://www.nhl.com/player/andreas-englund-8477971;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477971.jpg;39;D;L;"6'3""";189;01/21/96;Stockholm, SWE
Ron;Hainsey;Senators;https://www.nhl.com/player/ron-hainsey-8468493;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8468493.jpg;81;D;L;"6'3""";201;03/24/81;Bolton, CT, USA
Mike;Reilly;Senators;https://www.nhl.com/player/mike-reilly-8476422;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476422.jpg;5;D;L;"6'1""";200;07/13/93;Chicago, IL, USA
Christian;Wolanin;Senators;https://www.nhl.com/player/christian-wolanin-8478846;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478846.jpg;86;D;L;"6'2""";185;03/17/95;Quebec City, QC, CAN
Nikita;Zaitsev;Senators;https://www.nhl.com/player/nikita-zaitsev-8479458;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479458.jpg;22;D;R;"6'2""";188;10/29/91;Moscow, RUS
Craig;Anderson;Senators;https://www.nhl.com/player/craig-anderson-8467950;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8467950.jpg;41;G;--;"6'2""";186;05/21/81;Park Ridge, IL, USA
Marcus;Hogberg;Senators;https://www.nhl.com/player/marcus-hogberg-8477405;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477405.jpg;35;G;--;"6'5""";209;11/25/94;Orebro, SWE
Anders;Nilsson;Senators;https://www.nhl.com/player/anders-nilsson-8475195;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475195.jpg;31;G;--;"6'6""";232;03/19/90;Lulea, SWE
Lean;Bergmann;Sharks;https://www.nhl.com/player/lean-bergmann-8481640;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481640.jpg;45;C;L;"6'2""";205;10/04/98;Hemer, DEU
Logan;Couture;Sharks;https://www.nhl.com/player/logan-couture-8474053;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474053.jpg;39;C;L;"6'1""";200;03/28/89;Guelph, ON, CAN
Ryan;Donato;Sharks;https://www.nhl.com/player/ryan-donato-8477987;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477987.jpg;6;C;L;"6'0""";192;04/09/96;Boston, MA, USA
Dylan;Gambrell;Sharks;https://www.nhl.com/player/dylan-gambrell-8479580;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479580.jpg;7;C;R;"6'0""";185;08/26/96;Bonney Lake, WA, USA
Noah;Gregor;Sharks;https://www.nhl.com/player/noah-gregor-8479393;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479393.jpg;73;C;L;"6'0""";185;07/28/98;Beaumont, AB, CAN
Tomas;Hertl;Sharks;https://www.nhl.com/player/tomas-hertl-8476881;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476881.jpg;48;C;L;"6'2""";215;11/12/93;Praha, CZE
Evander;Kane;Sharks;https://www.nhl.com/player/evander-kane-8475169;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475169.jpg;9;LW;L;"6'2""";210;08/02/91;Vancouver, BC, CAN
Melker;Karlsson;Sharks;https://www.nhl.com/player/melker-karlsson-8477922;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477922.jpg;68;C;R;"6'0""";180;07/18/90;Lycksele, SWE
Kevin;Labanc;Sharks;https://www.nhl.com/player/kevin-labanc-8478099;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478099.jpg;62;RW;R;"5'11""";185;12/12/95;Brooklyn, NY, USA
Timo;Meier;Sharks;https://www.nhl.com/player/timo-meier-8478414;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478414.jpg;28;RW;L;"6'0""";210;10/08/96;Herisau, CHE
Stefan;Noesen;Sharks;https://www.nhl.com/player/stefan-noesen-8476474;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476474.jpg;11;RW;R;"6'1""";205;02/12/93;Plano, TX, USA
Antti;Suomela;Sharks;https://www.nhl.com/player/antti-suomela-8480965;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480965.jpg;40;C;L;"6'0""";180;03/17/94;Espoo, FIN
Joe;Thornton;Sharks;https://www.nhl.com/player/joe-thornton-8466138;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8466138.jpg;19;C;L;"6'4""";220;07/02/79;London, ON, CAN
Alexander;True;Sharks;https://www.nhl.com/player/alexander-true-8480384;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480384.jpg;70;C;L;"6'5""";200;07/17/97;Copenhagen, DNK
Brent;Burns;Sharks;https://www.nhl.com/player/brent-burns-8470613;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470613.jpg;88;D;R;"6'5""";230;03/09/85;Barrie, ON, CAN
Brandon;Davidson;Sharks;https://www.nhl.com/player/brandon-davidson-8475869;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475869.jpg;21;D;L;"6'2""";208;08/21/91;Taber, AB, CAN
Mario;Ferraro;Sharks;https://www.nhl.com/player/mario-ferraro-8479983;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479983.jpg;38;D;L;"5'11""";185;09/17/98;Toronto, ON, CAN
Tim;Heed;Sharks;https://www.nhl.com/player/tim-heed-8475841;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475841.jpg;72;D;R;"5'11""";180;01/27/91;Gothenburg, SWE
Erik;Karlsson;Sharks;https://www.nhl.com/player/erik-karlsson-8474578;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474578.jpg;65;D;R;"6'0""";190;05/31/90;Landsbro, SWE
Jacob;Middleton;Sharks;https://www.nhl.com/player/jacob-middleton-8478136;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478136.jpg;67;D;L;"6'3""";210;01/02/96;Wainwright, AB, CAN
Dalton;Prout;Sharks;https://www.nhl.com/player/dalton-prout-8474774;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474774.jpg;5;D;R;"6'3""";215;03/13/90;Kingsville, ON, CAN
Radim;Simek;Sharks;https://www.nhl.com/player/radim-simek-8480160;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480160.jpg;51;D;L;"5'11""";200;09/20/92;Mlada Boleslav, CZE
Marc-Edouard;Vlasic;Sharks;https://www.nhl.com/player/marc-edouard-vlasic-8471709;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471709.jpg;44;D;L;"6'1""";205;03/30/87;Montreal, QC, CAN
Aaron;Dell;Sharks;https://www.nhl.com/player/aaron-dell-8477180;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477180.jpg;30;G;--;"6'0""";205;05/04/89;Airdrie, AB, CAN
Martin;Jones;Sharks;https://www.nhl.com/player/martin-jones-8474889;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474889.jpg;31;G;--;"6'4""";190;01/10/90;North Vancouver, BC, CAN
Jamie;Benn;Stars;https://www.nhl.com/player/jamie-benn-8473994;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473994.jpg;14;LW;L;"6'2""";210;07/18/89;Victoria, BC, CAN
Andrew;Cogliano;Stars;https://www.nhl.com/player/andrew-cogliano-8471699;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471699.jpg;11;C;L;"5'10""";175;06/14/87;Toronto, ON, CAN
Blake;Comeau;Stars;https://www.nhl.com/player/blake-comeau-8471260;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471260.jpg;15;LW;R;"6'1""";200;02/18/86;Meadow Lake, SK, CAN
Ty;Dellandrea;Stars;https://www.nhl.com/player/ty-dellandrea-8480848;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480848.jpg;60;C;R;"6'1""";190;07/21/00;Toronto, ON, CAN
Jason;Dickinson;Stars;https://www.nhl.com/player/jason-dickinson-8477450;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477450.jpg;18;C;L;"6'2""";200;07/04/95;Georgetown, ON, CAN
Justin;Dowling;Stars;https://www.nhl.com/player/justin-dowling-8475413;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475413.jpg;37;C;L;"5'10""";180;10/01/90;Calgary, AB, CAN
Radek;Faksa;Stars;https://www.nhl.com/player/radek-faksa-8476889;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476889.jpg;12;C;L;"6'3""";220;01/09/94;Vitkov, CZE
Denis;Gurianov;Stars;https://www.nhl.com/player/denis-gurianov-8478495;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478495.jpg;34;RW;L;"6'3""";200;06/07/97;Togliatti, RUS
Martin;Hanzal;Stars;https://www.nhl.com/player/martin-hanzal-8471691;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471691.jpg;40;C;L;"6'6""";230;02/20/87;Pisek, CZE
Roope;Hintz;Stars;https://www.nhl.com/player/roope-hintz-8478449;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478449.jpg;24;LW;L;"6'3""";220;11/17/96;Tampere, FIN
Mattias;Janmark;Stars;https://www.nhl.com/player/mattias-janmark-8477406;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477406.jpg;13;C;L;"6'1""";195;12/08/92;Danderyd, SWE
Joel;Kiviranta;Stars;https://www.nhl.com/player/joel-kiviranta-8481641;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481641.jpg;25;LW;L;"5'11""";180;03/23/96;Vantaa, FIN
Joe;Pavelski;Stars;https://www.nhl.com/player/joe-pavelski-8470794;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470794.jpg;16;C;R;"5'11""";195;07/11/84;Plover, WI, USA
Corey;Perry;Stars;https://www.nhl.com/player/corey-perry-8470621;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470621.jpg;10;RW;R;"6'3""";205;05/16/85;Peterborough, ON, CAN
Alexander;Radulov;Stars;https://www.nhl.com/player/alexander-radulov-8471228;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471228.jpg;47;RW;L;"6'1""";205;07/05/86;Nizhny Tagil, RUS
Tyler;Seguin;Stars;https://www.nhl.com/player/tyler-seguin-8475794;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475794.jpg;91;C;R;"6'1""";200;01/31/92;Brampton, ON, CAN
Taylor;Fedun;Stars;https://www.nhl.com/player/taylor-fedun-8476166;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476166.jpg;42;D;R;"6'1""";200;06/04/88;Edmonton, AB, CAN
Joel;Hanley;Stars;https://www.nhl.com/player/joel-hanley-8477810;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477810.jpg;39;D;L;"5'11""";190;06/08/91;Keswick, ON, CAN
Thomas;Harley;Stars;https://www.nhl.com/player/thomas-harley-8481581;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481581.jpg;55;D;L;"6'3""";190;08/19/01;Syracuse, NY, USA
Miro;Heiskanen;Stars;https://www.nhl.com/player/miro-heiskanen-8480036;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480036.jpg;4;D;L;"6'1""";190;07/18/99;Espoo, FIN
Stephen;Johns;Stars;https://www.nhl.com/player/stephen-johns-8475730;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475730.jpg;28;D;R;"6'4""";225;04/18/92;Ellwood City, PA, USA
John;Klingberg;Stars;https://www.nhl.com/player/john-klingberg-8475906;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475906.jpg;3;D;R;"6'3""";190;08/14/92;Gothenburg, SWE
Esa;Lindell;Stars;https://www.nhl.com/player/esa-lindell-8476902;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476902.jpg;23;D;L;"6'3""";215;05/23/94;Vantaa, FIN
Jamie;Oleksiak;Stars;https://www.nhl.com/player/jamie-oleksiak-8476467;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476467.jpg;2;D;L;"6'7""";255;12/21/92;Toronto, ON, CAN
Roman;Polak;Stars;https://www.nhl.com/player/roman-polak-8471392;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471392.jpg;45;D;R;"6'2""";240;04/28/86;Ostrava, CZE
Andrej;Sekera;Stars;https://www.nhl.com/player/andrej-sekera-8471284;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471284.jpg;5;D;L;"6'0""";195;06/08/86;Bojnice, SVK
Ben;Bishop;Stars;https://www.nhl.com/player/ben-bishop-8471750;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471750.jpg;30;G;--;"6'7""";210;11/21/86;Denver, CO, USA
Anton;Khudobin;Stars;https://www.nhl.com/player/anton-khudobin-8471418;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471418.jpg;35;G;--;"5'11""";195;05/07/86;Ust-Kamenogorsk, KAZ
Jake;Oettinger;Stars;https://www.nhl.com/player/jake-oettinger-8479979;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479979.jpg;29;G;--;"6'5""";225;12/18/98;Lakeville, MN, USA
Nick;Bjugstad;Wild;https://www.nhl.com/player/nick-bjugstad-8475760;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475760.jpg;27;C;R;"6'6""";215;07/17/92;Minneapolis, MN, USA
Joel;Eriksson Ek;Wild;https://www.nhl.com/player/joel-eriksson-ek-8478493;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478493.jpg;14;C;L;"6'1""";210;01/29/97;Karlstad, SWE
Kevin;Fiala;Wild;https://www.nhl.com/player/kevin-fiala-8477942;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477942.jpg;22;LW;L;"5'10""";193;07/22/96;St. Gallen, CHE
Marcus;Foligno;Wild;https://www.nhl.com/player/marcus-foligno-8475220;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475220.jpg;17;LW;L;"6'3""";224;08/10/91;Buffalo, NY, USA
Alex;Galchenyuk;Wild;https://www.nhl.com/player/alex-galchenyuk-8476851;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476851.jpg;27;C;L;"6'1""";207;02/12/94;Milwaukee, WI, USA
Jordan;Greenway;Wild;https://www.nhl.com/player/jordan-greenway-8478413;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478413.jpg;18;LW;L;"6'6""";225;02/16/97;Canton, NY, USA
Ryan;Hartman;Wild;https://www.nhl.com/player/ryan-hartman-8477451;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477451.jpg;38;RW;R;"6'0""";189;09/20/94;Hilton Head Isl., SC, USA
Marcus;Johansson;Wild;https://www.nhl.com/player/marcus-johansson-8475149;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475149.jpg;90;C;L;"6'1""";205;10/06/90;Landskrona, SWE
Luke;Johnson;Wild;https://www.nhl.com/player/luke-johnson-8477366;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477366.jpg;41;C;R;"5'11""";177;09/19/94;Grand Forks, ND, USA
Mikko;Koivu;Wild;https://www.nhl.com/player/mikko-koivu-8469459;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8469459.jpg;9;C;L;"6'3""";213;03/12/83;Turku, FIN
Luke;Kunin;Wild;https://www.nhl.com/player/luke-kunin-8479316;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479316.jpg;19;C;R;"6'0""";197;12/04/97;Chesterfield, MO, USA
Gerald;Mayhew;Wild;https://www.nhl.com/player/gerald-mayhew-8479933;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479933.jpg;26;C;R;"5'9""";166;12/31/92;Wyandotte, MI, USA
Zach;Parise;Wild;https://www.nhl.com/player/zach-parise-8470610;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470610.jpg;11;LW;L;"5'11""";195;07/28/84;Minneapolis, MN, USA
Victor;Rask;Wild;https://www.nhl.com/player/victor-rask-8476437;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476437.jpg;49;C;L;"6'2""";193;03/01/93;Leksand, SWE
Kyle;Rau;Wild;https://www.nhl.com/player/kyle-rau-8476415;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476415.jpg;37;C;L;"5'8""";176;10/24/92;Eden Prairie, MN, USA
Nico;Sturm;Wild;https://www.nhl.com/player/nico-sturm-8481477;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481477.jpg;7;C;L;"6'3""";206;05/03/95;Augsburg, DEU
Mats;Zuccarello;Wild;https://www.nhl.com/player/mats-zuccarello-8475692;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475692.jpg;36;RW;L;"5'8""";178;09/01/87;Oslo, NOR
Matt;Bartkowski;Wild;https://www.nhl.com/player/matt-bartkowski-8474749;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474749.jpg;44;D;L;"6'1""";198;06/04/88;Pittsburgh, PA, USA
Louie;Belpedio;Wild;https://www.nhl.com/player/louie-belpedio-8478011;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478011.jpg;47;D;R;"5'11""";196;05/14/96;Skokie, IL, USA
Jonas;Brodin;Wild;https://www.nhl.com/player/jonas-brodin-8476463;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476463.jpg;25;D;L;"6'1""";194;07/12/93;Karlstad, SWE
Matt;Dumba;Wild;https://www.nhl.com/player/matt-dumba-8476856;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476856.jpg;24;D;R;"6'0""";180;07/25/94;Regina, SK, CAN
Brad;Hunt;Wild;https://www.nhl.com/player/brad-hunt-8476779;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476779.jpg;77;D;L;"5'9""";176;08/24/88;Maple Ridge, BC, CAN
Carson;Soucy;Wild;https://www.nhl.com/player/carson-soucy-8477369;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477369.jpg;21;D;L;"6'5""";210;07/27/94;Viking, AB, CAN
Jared;Spurgeon;Wild;https://www.nhl.com/player/jared-spurgeon-8474716;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474716.jpg;46;D;R;"5'9""";167;11/29/89;Edmonton, AB, CAN
Ryan;Suter;Wild;https://www.nhl.com/player/ryan-suter-8470600;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470600.jpg;20;D;L;"6'2""";206;01/21/85;Madison, WI, USA
Devan;Dubnyk;Wild;https://www.nhl.com/player/devan-dubnyk-8471227;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471227.jpg;40;G;--;"6'6""";224;05/04/86;Regina, SK, CAN
Kaapo;Kahkonen;Wild;https://www.nhl.com/player/kaapo-kahkonen-8478039;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478039.jpg;34;G;--;"6'2""";215;08/16/96;Helsinki, FIN
Mat;Robson;Wild;https://www.nhl.com/player/mat-robson-8481443;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481443.jpg;42;G;--;"6'3""";190;03/26/96;Mississauga, ON, CAN
Alex;Stalock;Wild;https://www.nhl.com/player/alex-stalock-8471774;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471774.jpg;32;G;--;"6'0""";200;07/28/87;St. Paul, MN, USA
